"","cust_id","age","area","num_bask","num_item","spend","num_productId","num_productCat","ipc_max","ipc_med","ipc_min","spc_max","spc_med","spc_min","productCat_min","productCat_med","productCat_max","popcat_nbaskA","popcat_nbaskB","popcat_nbaskC","popcat_nbaskD","popcat_nbaskE","popcat_sizeA","popcat_sizeB","popcat_sizeC","popcat_sizeD","popcat_sizeE","popid_nbaskA","popid_nbaskB","popid_nbaskC","popid_nbaskD","popid_nbaskE","poppriceA","poppriceB","poppriceC","poppriceD","poppriceE"
"3009","1326260",3,2,15,25,2161,15,12,25,25,25,2161,2161,2161,12,12,12,0,0,0,0,15,0,0,0,5,10,0,0,0,1,14,11,2,0,1,1
"3010","1326338",10,5,11,13,3308,11,11,8,6.5,5,2828,1654,480,5,5.5,6,1,0,1,4,5,0,1,3,6,1,0,2,2,2,5,1,2,4,3,1
"3011","1326420",10,3,20,20,3271,19,16,10,5,5,1921,764,586,5,5,9,0,0,0,4,16,0,1,1,6,12,0,2,0,0,18,3,5,4,6,2
"3012","1326888",2,6,4,4,335,4,3,4,4,4,335,335,335,3,3,3,0,0,2,0,2,0,0,2,1,1,1,1,0,1,1,0,2,2,0,0
"3013","1327038",8,5,23,26,2471,23,16,23,13,3,1676,1235.5,795,2,8,14,0,0,1,5,17,1,0,2,4,16,0,0,2,5,16,10,5,6,2,0
"3014","1327205",5,6,123,139,11787,107,59,31,14,4,2783,1180,680,1,11,24,0,0,0,3,120,1,2,1,20,99,1,2,6,7,107,45,38,22,17,1
"3015","1327335",2,7,32,46,5698,32,24,46,46,46,5698,5698,5698,24,24,24,0,0,0,5,27,1,0,4,7,20,0,1,2,9,20,6,12,7,6,1
"3016","1327380",4,1,29,34,2184,25,22,8,3.5,2,603,286,76,1,3,6,0,0,1,2,26,1,0,2,3,23,0,0,2,4,23,20,2,6,1,0
"3017","1327557",3,7,42,49,6816,42,38,20,12.5,4,2711,1780,545,3,9.5,16,0,0,0,5,37,0,0,0,11,31,0,0,4,7,31,12,9,9,8,4
"3018","132756",5,4,15,27,4815,15,12,17,13.5,10,3862,2407.5,953,5,6,7,0,0,0,0,15,0,0,0,3,12,0,0,0,0,15,5,3,4,2,1
"3019","1327625",6,7,5,33,17179,5,4,33,33,33,17179,17179,17179,4,4,4,0,0,0,0,5,0,0,0,2,3,0,0,0,0,5,3,1,1,0,0
"3020","1327762",4,7,20,20,1749,20,16,12,10,8,1058,874.5,691,6,8,10,0,0,1,3,16,0,2,3,3,12,0,1,0,2,17,3,10,5,2,0
"3021","1327915",6,5,32,103,92498,32,25,74,11,7,74825,7763.5,2146,2,5.5,12,0,0,3,4,25,1,0,6,5,20,1,0,2,11,18,4,9,4,7,8
"3022","1327984",6,5,33,36,2966,31,23,22,18,14,1775,1483,1191,11,13,15,0,0,0,1,32,0,0,1,6,26,0,1,1,1,30,14,10,5,3,1
"3023","1328028",4,5,149,205,41666,123,87,36,8,2,18991,758,88,2,5,18,0,0,5,10,134,2,2,10,18,117,1,4,5,14,125,65,41,22,15,6
"3024","1328066",8,5,236,405,110299,167,113,51,11,1,19020,2159,62,1,7,25,1,2,4,22,207,8,1,25,66,136,4,10,16,26,180,80,68,38,33,17
"3025","1328165",4,3,51,81,12912,51,43,81,81,81,12912,12912,12912,43,43,43,0,0,2,11,38,1,4,7,9,30,0,1,6,11,33,10,19,14,5,3
"3026","1328233",6,6,25,37,7607,25,21,22,2,1,6075,338,187,1,2,10,0,0,0,1,24,0,0,2,6,17,0,0,1,0,24,9,6,4,3,3
"3027","1328257",9,3,3,6,263,3,3,6,6,6,263,263,263,3,3,3,0,0,0,0,3,0,0,1,2,0,0,0,0,0,3,1,1,0,1,0
"3028","1328288",5,3,16,27,1478,15,9,19,2,2,696,114,52,1,1,5,0,0,0,0,16,1,2,0,12,1,0,0,0,0,16,14,0,2,0,0
"3029","132831",7,5,1,1,88,1,1,1,1,1,88,88,88,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"3030","132855",7,5,1,1,99,1,1,1,1,1,99,99,99,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"3031","1328738",6,5,15,23,4883,15,13,12,8,3,3562,663,658,2,4,7,0,1,1,7,6,1,0,1,2,11,1,2,4,4,4,3,5,0,4,3
"3032","1328875",7,3,1,1,149,1,1,1,1,1,149,149,149,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"3033","1328912",6,3,89,98,8511,82,58,59,49,39,5213,4255.5,3298,27,36,45,0,0,1,8,80,0,0,9,16,64,0,0,4,17,68,37,24,10,15,3
"3034","132916",5,6,1,1,315,1,1,1,1,1,315,315,315,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"3035","1329391",7,1,5,6,316,5,5,6,6,6,316,316,316,5,5,5,0,0,0,0,5,0,0,0,1,4,0,0,0,0,5,2,3,0,0,0
"3036","1329599",3,6,55,63,4058,48,38,18,7,2,1528,267,93,2,5,13,0,1,1,8,45,7,1,7,13,27,0,1,2,6,46,25,21,4,4,1
"3037","1329667",5,5,37,56,9732,35,29,21,7.5,1,5058,967,208,1,3.5,15,0,0,0,1,36,0,0,3,17,17,0,0,2,6,29,7,13,4,10,3
"3038","1329742",4,6,109,164,23323,83,56,42,38,10,7230,4331,598,4,21,24,0,1,0,3,105,0,4,9,16,80,1,0,1,9,98,37,21,30,15,6
"3039","1329988",5,3,61,77,6733,53,40,24,9,8,2621,461,387,4,7,11,0,1,0,6,54,2,1,2,12,44,1,1,1,5,53,34,14,8,3,2
"3040","1330144",8,5,19,21,1421,18,15,5,4,1,575,182.5,65,1,3,5,0,0,0,1,18,0,0,1,5,13,0,0,0,1,18,10,5,1,3,0
"3041","1330182",3,6,21,27,2592,16,9,12,9,6,1289,714,589,3,3,7,0,0,0,2,19,0,1,2,0,18,0,0,0,8,13,6,11,4,0,0
"3042","1330441",5,7,124,209,31388,106,68,45,36,19,6544,5518,2554,6,17.5,23,0,0,4,2,118,1,3,11,26,83,2,0,4,15,103,57,38,19,8,2
"3043","1330458",9,4,22,57,16814,19,18,14,8.5,1,4901,1853.5,60,1,2,6,0,0,0,0,22,0,0,1,5,16,0,0,1,2,19,8,3,3,5,3
"3044","1330533",4,1,40,55,10894,40,34,34,27.5,21,8639,5447,2255,16,18.5,21,0,0,1,3,36,0,1,3,7,29,0,2,1,9,28,11,12,10,5,2
"3045","1330571",5,6,13,13,651,13,11,13,13,13,651,651,651,11,11,11,0,0,3,3,7,0,0,4,2,7,0,2,1,3,7,6,7,0,0,0
"3046","1330632",6,5,82,107,17677,78,55,35,25,22,6706,4655.5,1660,13,16.5,18,0,0,4,6,72,1,1,6,17,57,0,4,4,7,67,22,34,12,12,2
"3047","1330793",4,7,47,56,9124,47,38,22,7,5,2807,2518,526,4,5,16,0,0,7,3,37,0,2,6,11,28,0,1,6,7,33,17,5,12,6,7
"3048","1330854",4,3,6,9,571,6,6,9,9,9,571,571,571,6,6,6,0,0,1,0,5,0,0,2,3,1,0,0,1,0,5,3,1,1,1,0
"3049","1331073",4,3,11,36,26042,10,3,24,18,12,13370,13021,12672,1,2,3,0,0,0,0,11,0,0,0,0,11,0,0,0,5,6,0,0,5,6,0
"3050","1331080",3,7,14,18,2124,14,14,18,18,18,2124,2124,2124,14,14,14,0,0,1,4,9,0,0,2,1,11,0,1,0,4,9,2,4,3,5,0
"3051","1331356",4,6,46,59,10367,42,29,26,9,2,5463,1718,443,1,5,19,0,2,2,1,41,0,1,1,4,40,0,3,1,6,36,13,12,5,9,7
"3052","1331394",9,5,2,4,436,2,2,4,4,4,436,436,436,2,2,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,1,1,0,0
"3053","1331486",6,3,3,3,209,3,2,3,3,3,209,209,209,2,2,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,1,2,0,0,0
"3054","1331592",5,6,26,43,7099,24,21,11,4.5,2,3056,288,52,1,2.5,5,0,0,0,2,24,3,0,2,9,12,0,1,1,2,22,12,3,11,0,0
"3055","1331608",3,4,14,20,3598,14,10,20,20,20,3598,3598,3598,10,10,10,0,0,0,1,13,0,0,0,3,11,0,2,0,3,9,4,1,4,1,4
"3056","1331622",4,3,64,70,5303,61,45,16,9,5,1332,747,464,4,8,12,0,0,1,6,57,0,0,5,21,38,0,0,5,10,49,30,18,8,8,0
"3057","1331639",3,8,21,21,1374,19,15,11,10.5,10,727,687,647,8,8.5,9,0,0,0,1,20,0,0,2,2,17,0,0,1,2,18,11,4,5,1,0
"3058","1331851",4,5,44,53,6046,41,34,17,8.5,2,1964,1019,32,1,6.5,10,0,0,2,7,35,3,1,3,7,30,0,2,4,5,33,9,17,13,2,3
"3059","1331943",9,6,32,55,20518,31,22,30,21,4,10841,8829,848,2,10,11,0,0,0,2,30,0,0,1,7,24,3,3,1,3,22,6,5,6,6,9
"3060","1332025",11,3,6,14,4612,6,5,14,14,14,4612,4612,4612,5,5,5,0,0,0,0,6,0,0,0,4,2,0,0,1,0,5,3,0,1,2,0
"3061","1332209",5,6,13,14,1188,13,8,14,14,14,1188,1188,1188,8,8,8,0,0,1,0,12,0,1,0,1,11,0,0,1,4,8,4,4,5,0,0
"3062","1332223",5,6,8,12,1286,8,6,12,12,12,1286,1286,1286,6,6,6,0,0,0,1,7,1,2,0,0,5,0,0,0,1,7,6,0,0,2,0
"3063","133227",6,6,22,28,13239,19,14,9,7,5,6343,3134,628,2,3.5,7,0,0,2,1,19,0,0,2,5,15,0,1,2,6,13,5,2,4,6,5
"3064","1332292",5,6,21,22,1812,20,18,9,1.5,1,751,177,71,1,1.5,8,2,0,0,0,19,1,1,1,3,15,0,2,0,3,16,9,4,3,4,1
"3065","1332438",4,3,3,6,865,3,3,6,6,6,865,865,865,3,3,3,0,0,1,1,1,0,0,2,0,1,0,0,2,1,0,0,1,1,1,0
"3066","1332476",3,5,6,7,3750,6,6,7,7,7,3750,3750,3750,6,6,6,0,1,1,1,3,0,0,0,3,3,0,1,0,1,4,0,2,1,1,2
"3067","133265",5,6,50,63,6048,50,42,42,31.5,21,4633,3024,1415,19,23,27,0,2,1,7,40,2,0,11,8,29,0,1,2,8,39,20,17,8,4,1
"3068","1332919",3,5,3,3,256,3,3,3,3,3,256,256,256,3,3,3,0,0,0,1,2,0,0,2,1,0,0,0,0,1,2,1,1,0,1,0
"3069","1332926",9,4,9,14,3694,9,9,14,14,14,3694,3694,3694,9,9,9,0,0,0,2,7,1,0,1,1,6,0,1,0,2,6,3,2,3,1,0
"3070","1332933",8,5,148,176,16075,120,77,25,8,3,2238,618,143,3,6,15,0,0,2,3,143,2,1,13,42,90,1,3,7,5,132,60,49,19,16,4
"3071","1332957",5,7,77,167,39468,70,55,70,19.5,11,18501,3962.5,1200,5,7.5,23,1,1,5,8,62,4,3,7,18,45,2,5,1,8,61,27,32,9,6,3
"3072","1332995",4,6,50,65,7831,46,38,33,13,6,4014,1680,457,3,9,22,0,2,6,7,35,1,2,7,12,28,3,3,1,8,35,16,17,7,7,3
"3073","1333282",5,5,17,33,11402,14,11,16,7.5,2,6645,2352.5,52,1,3,7,0,0,0,0,17,0,0,0,5,12,0,0,1,3,13,4,6,0,5,2
"3074","1333299",3,6,36,64,12570,33,28,24,24,16,7985,2970,1615,8,10,15,0,1,2,2,31,0,1,3,12,20,0,1,2,5,28,18,8,7,2,1
"3075","1333398",3,7,77,93,11463,73,60,29,12,3,4966,1603.5,242,2,10,23,2,8,12,17,38,4,5,16,15,37,6,9,15,17,30,34,15,6,14,8
"3076","1333541",3,5,11,14,1470,11,10,7,7,7,987,735,483,4,5,6,0,1,1,1,8,1,0,1,1,8,0,0,1,5,5,4,3,2,2,0
"3077","1333602",5,5,37,44,2388,37,29,19,5.5,3,785,303.5,133,2,4.5,11,0,1,1,4,31,2,1,3,10,21,0,2,4,3,28,24,6,6,1,0
"3078","1333695",5,7,8,14,2078,8,5,14,14,14,2078,2078,2078,5,5,5,0,0,1,1,6,1,0,0,2,5,0,0,0,1,7,3,2,2,0,1
"3079","1333794",4,5,28,32,2432,28,24,26,4,2,1464,576,392,1,1,22,0,0,0,0,28,0,0,3,5,20,0,0,0,3,25,12,13,2,1,0
"3080","1334487",3,4,1,2,916,1,1,2,2,2,916,916,916,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"3081","1334494",5,7,12,21,2087,12,11,20,10.5,1,1888,1043.5,199,1,5.5,10,0,0,0,0,12,0,0,0,1,11,0,0,0,0,12,6,2,3,1,0
"3082","1334968",4,7,20,22,7469,20,15,21,11,1,7249,3734.5,220,1,7.5,14,0,0,2,1,17,0,3,1,2,14,0,0,0,5,15,12,2,4,1,1
"3083","1335170",6,5,7,7,526,7,6,7,7,7,526,526,526,6,6,6,0,0,3,1,3,0,0,3,2,2,0,0,3,2,2,3,0,1,3,0
"3084","1335279",3,6,85,106,12453,76,52,46,24,12,4420,3066.5,1900,7,15,29,0,2,3,5,75,3,4,3,13,62,0,1,1,7,76,37,26,13,7,2
"3085","1335422",5,6,4,6,2631,4,4,6,6,6,2631,2631,2631,4,4,4,0,0,1,1,2,0,0,0,1,3,0,3,0,0,1,1,0,0,1,2
"3086","1335439",3,5,2,2,64,2,2,2,2,2,64,64,64,2,2,2,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,2,0,0,0,0
"3087","1335651",4,7,14,14,1368,14,13,14,14,14,1368,1368,1368,13,13,13,0,0,0,0,14,0,0,2,2,10,0,0,0,2,12,3,6,2,3,0
"3088","1335668",9,5,34,40,4571,34,24,24,20,16,3337,2285.5,1234,9,13,17,0,0,4,3,27,0,2,5,11,16,0,2,3,8,21,11,11,5,6,1
"3089","1335767",6,7,46,47,3852,39,30,13,7,2,1221,540,159,2,6,9,0,0,4,3,39,4,3,4,9,26,0,0,2,7,37,23,7,11,3,2
"3090","1335811",4,5,43,51,6624,43,35,34,25.5,17,3974,3312,2650,13,17.5,22,0,0,2,5,36,0,0,3,13,27,1,2,2,11,27,13,12,11,3,4
"3091","1335842",9,5,7,10,508,7,6,10,10,10,508,508,508,6,6,6,0,0,0,0,7,0,0,0,2,5,0,0,0,1,6,5,1,1,0,0
"3092","1335859",7,6,7,7,824,7,7,4,3.5,3,604,412,220,3,3.5,4,0,0,0,0,7,0,0,0,1,6,0,0,1,0,6,2,2,1,1,1
"3093","1335958",7,1,7,8,789,7,6,3,2,1,352,171,95,1,1,3,0,0,1,1,5,0,1,1,2,3,0,0,1,1,5,1,1,4,1,0
"3094","1336016",3,7,20,26,3441,20,18,26,26,26,3441,3441,3441,18,18,18,0,1,0,4,15,1,0,1,6,12,0,2,0,4,14,6,7,2,5,0
"3095","133609",4,4,2,2,198,2,1,2,2,2,198,198,198,1,1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0
"3096","1336191",5,3,22,26,2972,21,17,9,6,5,1375,701,195,4,5,7,0,0,0,1,21,0,1,2,8,11,0,0,1,1,20,6,6,3,6,1
"3097","1336221",5,5,4,4,689,4,4,4,4,4,689,689,689,4,4,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,2,0,1,1
"3098","1336337",6,5,17,20,2278,17,15,13,6,1,1322,697,259,1,6,8,0,0,1,1,15,1,1,4,2,9,0,0,1,4,12,5,4,5,2,1
"3099","1336610",5,6,39,46,6915,38,34,17,4,3,3884,485,135,2,3,13,0,2,3,9,25,2,0,6,10,21,1,5,3,6,24,17,10,7,4,1
"3100","1336719",4,3,35,37,8495,31,25,13,4,2,3722,948,248,1,3,10,0,1,8,4,22,0,2,8,7,18,0,0,7,8,20,9,13,8,1,4
"3101","1336924",2,6,15,24,5142,15,11,24,24,24,5142,5142,5142,11,11,11,0,0,0,0,15,0,0,1,2,12,0,0,0,1,14,8,5,1,0,1
"3102","1336962",6,6,19,24,2940,17,13,9,3,1,971,378,153,1,2.5,8,0,0,0,0,19,1,0,0,2,16,0,0,1,3,15,5,2,3,9,0
"3103","1337068",3,3,6,9,1489,6,4,9,9,9,1489,1489,1489,4,4,4,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,0,1,2,2,1
"3104","1337082",6,6,45,97,19316,43,29,40,9,1,9307,838.5,99,1,3,13,0,0,1,5,39,1,1,2,7,34,2,6,2,1,34,21,8,6,2,8
"3105","1337402",5,7,15,16,868,15,12,15,8,1,769,434,99,1,6,11,0,1,0,4,10,1,1,1,1,11,2,2,1,1,9,8,1,4,1,1
"3106","1337433",4,5,64,87,20942,62,47,37,6,1,9780,786,79,1,5,20,0,1,0,11,52,2,0,4,16,42,0,2,7,12,43,29,9,10,9,7
"3107","1337631",4,3,27,35,5975,27,21,35,35,35,5975,5975,5975,21,21,21,0,0,0,2,25,0,1,1,3,22,1,1,0,3,22,9,10,3,3,2
"3108","1337808",5,3,4,10,3843,4,4,10,10,10,3843,3843,3843,4,4,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,3,0,0,1,0
"3109","1337884",3,2,56,63,6348,54,50,30,27,6,3215,2494,639,6,24,25,0,2,2,3,49,3,1,6,11,35,0,0,3,7,46,17,17,10,11,1
"3110","1337990",4,6,12,14,1045,12,9,14,14,14,1045,1045,1045,9,9,9,0,0,0,1,11,0,0,0,3,9,0,0,0,3,9,6,1,4,1,0
"3111","1338041",5,5,17,17,1654,17,14,17,17,17,1654,1654,1654,14,14,14,0,0,1,2,14,0,0,2,7,8,0,2,1,3,11,1,9,3,4,0
"3112","1338089",6,1,13,16,1201,13,11,9,6,1,922,224,55,1,4,6,0,0,1,1,11,1,1,1,1,9,0,1,0,0,12,8,2,2,0,1
"3113","133821",3,6,9,13,2526,9,8,7,6.5,6,1989,1263,537,3,4,5,0,0,0,0,9,0,0,1,1,7,0,1,0,0,8,0,4,2,2,1
"3114","1338263",2,4,9,10,777,9,4,10,10,10,777,777,777,4,4,4,0,0,0,0,9,0,0,0,0,9,2,0,2,0,5,4,1,2,2,0
"3115","1338287",4,7,28,33,11252,27,25,14,7,1,9474,549,55,1,6,9,0,1,2,3,22,3,1,3,8,13,2,2,0,5,19,12,7,5,1,3
"3116","1338461",4,5,72,90,12240,67,51,15,9,2,3139,907.5,505,2,6,11,0,1,4,2,65,0,5,3,12,52,2,0,2,6,62,23,24,12,10,3
"3117","1338485",4,5,12,15,3059,12,12,11,7.5,4,2564,1529.5,495,4,6,8,0,0,0,3,9,1,0,0,2,9,1,1,1,2,7,2,3,2,3,2
"3118","1338713",3,5,115,169,15395,105,80,39,10,1,4002,860,129,1,6,20,0,0,0,11,104,0,0,10,23,82,0,2,3,9,101,47,40,21,6,1
"3119","1338744",5,5,102,119,11558,90,70,22,6,3,1993,602.5,140,2,4,17,0,2,11,16,73,1,3,5,27,66,3,9,11,8,71,52,24,14,4,8
"3120","1338867",10,5,4,8,565,4,3,8,8,8,565,565,565,3,3,3,0,0,0,0,4,0,0,0,1,3,0,0,0,0,4,1,3,0,0,0
"3121","1338898",6,7,1,1,700,1,1,1,1,1,700,700,700,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"3122","1338935",10,6,1,2,116,1,1,2,2,2,116,116,116,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"3123","1339048",3,5,8,14,9320,8,8,8,7,6,8892,4660,428,1,4,7,0,0,0,0,8,0,0,0,3,5,0,0,0,2,6,4,2,1,0,1
"3124","1339055",3,5,42,56,17348,40,36,25,11,1,10723,2199,99,1,6,18,0,0,3,3,36,0,2,7,9,24,0,2,4,3,33,11,16,4,6,5
"3125","1339222",3,5,7,8,885,7,7,8,8,8,885,885,885,7,7,7,0,0,0,0,7,0,0,0,2,5,0,0,0,0,7,2,3,2,0,0
"3126","1339314",7,5,37,49,6937,32,27,9,8.5,7,3495,690.5,502,4,6,7,0,1,1,3,32,1,2,1,12,21,1,1,2,9,24,16,9,7,3,2
"3127","1339345",6,5,26,41,6615,26,22,23,11,7,3157,2469,989,5,6,12,0,0,0,5,21,0,0,2,8,16,0,2,0,1,23,9,5,8,2,2
"3128","1339352",3,3,6,6,338,6,6,6,6,6,338,338,338,6,6,6,0,0,0,0,6,0,0,1,1,4,0,0,0,0,6,3,2,0,1,0
"3129","1339635",4,3,68,88,23837,61,44,29,22.5,14,7744,5735,4623,9,15.5,19,0,1,0,3,64,1,2,0,15,50,0,0,1,19,48,10,19,11,15,13
"3130","1339673",3,5,55,68,6769,50,40,22,7.5,1,1825,737,31,1,5,19,1,1,3,4,46,3,1,5,15,31,0,3,2,5,45,20,13,15,7,0
"3131","1339741",4,6,10,10,841,10,9,7,2,1,485,227,129,1,2,6,0,0,0,0,10,0,0,0,1,9,0,0,1,0,9,4,2,2,2,0
"3132","1340167",6,5,58,82,11727,56,40,33,11.5,3,4597,1775.5,160,2,3,25,0,0,1,2,55,2,0,1,12,43,0,1,3,4,50,18,24,10,6,0
"3133","1340181",2,6,92,120,11384,75,55,12,5,1,1212,493.5,45,1,2.5,10,0,2,2,3,85,2,3,4,19,64,0,4,3,7,78,42,27,16,5,2
"3134","134026",2,8,14,14,2899,14,13,9,7,5,1710,1449.5,1189,4,6.5,9,0,2,0,4,8,0,1,1,4,8,0,1,4,3,6,9,1,2,0,2
"3135","1340471",4,4,17,23,4536,17,15,18,11.5,5,2701,2268,1835,2,7.5,13,0,0,1,3,13,1,0,2,3,11,0,2,0,1,14,4,7,3,1,2
"3136","1340495",4,7,43,84,15885,38,27,24,13,6,5632,2573,773,1,4,13,1,1,1,4,36,2,1,2,8,30,2,1,3,13,24,17,10,5,7,4
"3137","1340594",4,7,26,28,2894,25,20,9,8,3,1215,637.5,404,3,6,8,0,0,2,1,23,0,1,3,4,18,0,0,2,5,19,3,10,7,5,1
"3138","1340617",7,5,26,31,2274,26,23,31,31,31,2274,2274,2274,23,23,23,0,0,2,5,19,0,2,1,6,17,0,2,2,7,15,10,8,7,1,0
"3139","1340679",8,5,4,6,510,4,3,6,6,6,510,510,510,3,3,3,0,0,0,0,4,0,0,2,0,2,0,0,0,0,4,3,0,1,0,0
"3140","134088",4,6,2,3,254,2,2,3,3,3,254,254,254,2,2,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0
"3141","1340907",5,3,3,5,479,3,2,5,5,5,479,479,479,2,2,2,0,0,0,0,3,0,0,0,1,2,0,0,0,1,2,0,0,2,1,0
"3142","1341164",5,5,102,130,9745,92,55,45,24,3,3604,1359,237,3,13,26,0,0,0,5,97,1,1,12,25,63,0,1,2,9,90,48,27,19,8,0
"3143","1341201",4,4,14,18,1323,13,12,10,6,2,610,509,204,2,4,7,0,1,1,2,10,1,0,2,0,11,0,0,2,4,8,7,4,2,1,0
"3144","1341225",3,6,32,42,5237,31,28,26,21,16,3128,2618.5,2109,12,15,18,0,0,1,2,29,0,0,3,6,23,0,0,1,5,26,5,9,12,5,1
"3145","1341256",5,5,78,87,7890,68,52,17,11,5,1349,1152.5,394,4,9.5,15,0,0,4,10,64,2,0,10,21,45,0,0,4,27,47,24,24,19,10,1
"3146","1341362",4,6,62,66,6389,58,53,25,4,2,2106,463,151,2,4,21,0,0,5,8,49,0,3,5,15,39,1,2,5,17,37,13,16,15,17,1
"3147","1341416",4,5,95,113,12461,89,70,55,11,2,5079,1766.5,196,1,7.5,40,0,0,3,7,85,0,6,6,23,60,0,0,5,9,81,28,30,24,10,3
"3148","1341430",6,6,13,15,799,13,11,10,3,2,540,199,60,1,3,7,0,0,0,1,12,0,0,1,5,7,0,0,0,0,13,6,4,3,0,0
"3149","1341454",2,5,2,4,524,2,2,2,2,2,328,262,196,1,1,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0
"3150","1341485",4,7,48,50,5896,43,31,20,7,4,2774,944,209,2,6,15,0,1,0,2,45,1,1,4,10,32,0,0,5,6,37,8,21,7,9,3
"3151","1341638",7,5,2,2,969,2,2,2,2,2,969,969,969,2,2,2,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1
"3152","1341645",2,3,40,45,6548,40,34,15,12.5,5,2752,1306.5,1183,4,10,14,0,0,2,5,33,1,0,6,12,21,0,2,2,10,26,11,5,15,3,6
"3153","1341652",4,7,10,11,2561,10,10,11,11,11,2561,2561,2561,10,10,10,0,1,0,2,7,1,1,1,1,6,0,0,1,0,9,5,2,1,1,1
"3154","1341850",4,3,33,45,10662,31,29,26,13,6,7369,2014,1279,5,9,17,0,2,0,4,27,1,1,1,8,22,1,2,3,2,25,8,8,7,5,5
"3155","1341980",4,5,35,44,3408,34,25,24,11,9,2003,822,583,4,11,14,0,0,0,1,34,0,0,0,9,26,0,1,1,2,31,11,10,11,3,0
"3156","1342017",5,7,4,8,897,4,4,8,8,8,897,897,897,4,4,4,0,0,0,0,4,0,0,0,1,3,0,0,0,0,4,2,1,1,0,0
"3157","1342079",4,6,40,45,2701,35,25,13,5.5,4,856,426,188,3,4.5,12,0,1,1,1,37,2,3,5,7,23,0,0,3,0,37,18,16,4,2,0
"3158","134224",4,6,121,186,37113,111,82,81,46,13,16732,8936,2509,4,23,45,1,1,2,16,101,4,6,11,18,82,1,4,8,24,84,21,35,22,33,10
"3159","1342345",7,5,7,8,1005,7,6,6,4,2,807,502.5,198,2,3,4,0,0,0,1,6,0,1,0,2,4,0,0,1,0,6,0,2,4,1,0
"3160","1342413",7,5,10,10,439,9,7,5,4,1,264,148,27,1,3,5,0,0,0,3,7,0,0,3,2,5,0,0,0,0,10,6,3,1,0,0
"3161","1342482",4,1,27,38,7641,27,23,22,19,16,4645,3820.5,2996,6,11.5,17,0,0,2,6,19,0,0,3,6,18,1,1,4,6,15,6,11,7,2,1
"3162","1342550",3,5,11,17,5161,11,11,9,8.5,8,4359,2580.5,802,5,5.5,6,0,0,1,0,10,0,0,1,2,8,0,0,0,2,9,1,3,4,2,1
"3163","1342604",4,5,46,66,13298,45,38,22,6.5,3,6323,576.5,190,2,4.5,12,0,1,0,3,42,1,0,2,8,35,0,3,0,9,34,12,12,13,6,3
"3164","1342611",1,5,37,54,6185,35,24,20,7.5,2,2623,730,284,2,3.5,9,0,1,1,1,34,4,1,2,7,23,0,0,0,5,32,14,10,7,5,1
"3165","1342703",4,6,73,97,10400,67,51,30,16.5,1,3516,1616,75,1,10,17,2,0,0,2,69,2,2,2,16,51,2,4,4,7,56,29,18,11,11,4
"3166","1342970",5,4,24,30,6316,24,20,17,15,13,5672,3158,644,9,10.5,12,0,0,2,4,18,0,1,2,5,16,0,0,1,5,18,13,4,2,3,2
"3167","1343069",5,3,17,57,10528,16,12,30,5,3,3906,2064,155,1,2,7,0,0,2,3,12,0,1,1,7,8,0,0,2,4,11,9,3,2,3,0
"3168","1343137",5,5,18,25,2486,18,17,25,25,25,2486,2486,2486,17,17,17,0,0,0,0,18,0,0,1,4,13,0,0,0,1,17,11,3,2,2,0
"3169","1343243",6,6,18,28,1738,18,17,28,28,28,1738,1738,1738,17,17,17,0,0,0,0,18,0,0,2,4,12,0,1,0,0,17,8,2,6,2,0
"3170","1343366",4,6,4,5,930,4,4,3,2.5,2,894,465,36,1,2,3,0,0,1,1,2,0,1,1,1,1,0,0,0,3,1,1,0,0,2,1
"3171","1343373",3,3,21,28,2321,20,15,20,6,2,1446,687,188,2,5,9,0,1,0,1,19,1,0,1,7,12,0,0,2,0,19,7,4,6,4,0
"3172","1343397",11,5,4,4,350,4,4,4,4,4,350,350,350,4,4,4,0,0,0,0,4,0,0,0,1,3,0,0,0,0,4,1,1,2,0,0
"3173","1343403",2,5,8,9,642,8,7,9,9,9,642,642,642,7,7,7,0,0,0,1,7,0,1,1,1,5,0,0,0,2,6,3,3,1,1,0
